,t_dat,customer_id,article_id,price,sales_channel_id
321231,2018-09-27,62fbb26a11272e40fd51f9a4470d83ddf7d5d2a99e6b52cd74de810d7a4d9586,616619001,0.0182881355932203,2
321232,2018-09-27,62fbb26a11272e40fd51f9a4470d83ddf7d5d2a99e6b52cd74de810d7a4d9586,616619001,0.020322033898305,2
321233,2018-09-27,62fbb26a11272e40fd51f9a4470d83ddf7d5d2a99e6b52cd74de810d7a4d9586,644967001,0.0304915254237288,2
321234,2018-09-27,62fbb26a11272e40fd51f9a4470d83ddf7d5d2a99e6b52cd74de810d7a4d9586,555946006,0.0259152542372881,2
343407,2018-09-27,e43980affa09beb24a3f55ff7495d0b7eb4bac95728649d35d732015cf8317a4,399223001,0.0338813559322033,1
348229,2018-09-28,008068b49b6bdd622ed406e30c8603270770174ebf300dbac0f5beac522921e0,661435002,0.084728813559322,2
348230,2018-09-28,008068b49b6bdd622ed406e30c8603270770174ebf300dbac0f5beac522921e0,661435002,0.084728813559322,2
348231,2018-09-28,008068b49b6bdd622ed406e30c8603270770174ebf300dbac0f5beac522921e0,399136053,0.0508305084745762,2
357100,2018-09-28,2278e639a9ff2201ab00411737b758051c041c6b23794336221824006f601d7c,688873011,0.0271016949152542,1
389853,2018-09-28,9f0e8c1861368715dcf737d44b0873c3189b5fc9f0e9c075fcf9a86679b0ddfd,674079003,0.020322033898305,1
398217,2018-09-28,bec8cc3e5b56178607ec0378bef5e2f80f5f75241c35554005d7d108c7f83fda,651072001,0.0338813559322033,2
398218,2018-09-28,bec8cc3e5b56178607ec0378bef5e2f80f5f75241c35554005d7d108c7f83fda,655691001,0.0508305084745762,2
398219,2018-09-28,bec8cc3e5b56178607ec0378bef5e2f80f5f75241c35554005d7d108c7f83fda,507910002,0.0254067796610169,2
398220,2018-09-28,bec8cc3e5b56178607ec0378bef5e2f80f5f75241c35554005d7d108c7f83fda,588689013,0.0338813559322033,2
398221,2018-09-28,bec8cc3e5b56178607ec0378bef5e2f80f5f75241c35554005d7d108c7f83fda,656719004,0.0508305084745762,2
411920,2018-09-28,f48487b7316a472b02eb538fabeb735dad3ff6334307dffd52ddf41880456642,639685003,0.0338813559322033,1
415289,2018-09-29,008068b49b6bdd622ed406e30c8603270770174ebf300dbac0f5beac522921e0,556255001,0.0237118644067796,2
415290,2018-09-29,008068b49b6bdd622ed406e30c8603270770174ebf300dbac0f5beac522921e0,556255001,0.0237118644067796,2
415291,2018-09-29,008068b49b6bdd622ed406e30c8603270770174ebf300dbac0f5beac522921e0,556255003,0.0338813559322033,2
415292,2018-09-29,008068b49b6bdd622ed406e30c8603270770174ebf300dbac0f5beac522921e0,556255003,0.0338813559322033,2
430849,2018-09-29,1c741bf19d85202008af86c479044e641c266c4f33bab0c35ffc9b702cebcd95,670535001,0.0271016949152542,1
430850,2018-09-29,1c741bf19d85202008af86c479044e641c266c4f33bab0c35ffc9b702cebcd95,695583003,0.0067627118644067,1
433748,2018-09-29,2105812dd7755bcf9d8a248c60644897d2dedd979101d2dc9f899c4eb71e3b70,215589001,0.0169322033898305,1
471751,2018-09-29,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,637316002,0.0474406779661016,1
471752,2018-09-29,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,301668004,0.0135423728813559,1
471753,2018-09-29,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,652060001,0.020322033898305,1
471754,2018-09-29,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,552370004,0.0135593220338983,1
471755,2018-09-29,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,592235006,0.0271016949152542,1
471756,2018-09-29,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,293244010,0.0067627118644067,1
471757,2018-09-29,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,633781003,0.0135423728813559,1
497235,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,687535001,0.0677796610169491,2
497236,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,687535001,0.0677796610169491,2
497237,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,649397001,0.0423559322033898,2
497238,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,649397001,0.0423559322033898,2
497239,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,609285002,0.0423559322033898,2
497240,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,538699001,0.008457627118644,2
497241,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,692454002,0.0254067796610169,2
497242,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,570781003,0.0169322033898305,2
497243,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,570781003,0.0169322033898305,2
497244,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,685347001,0.0169322033898305,2
497245,2018-09-29,9384a38143002fa0efc16ad5364e284822933e1eed3e2e6c0342ec00557a6736,685347001,0.0169322033898305,2
513038,2018-09-29,b055834b65520551e5d203dc2ce285f4156b9924736877d97f4780bfa039272e,663140004,0.0677796610169491,1
571947,2018-09-30,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,552346014,0.0304915254237288,1
571948,2018-09-30,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,552346014,0.0304915254237288,1
571949,2018-09-30,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,552370004,0.0121864406779661,1
571950,2018-09-30,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,555351006,0.0381186440677966,1
571951,2018-09-30,665d0c7c57c93f62c49187791bda240341f452ad436630c38d159c32eb12d91a,552346013,0.0304915254237288,1
582271,2018-09-30,ac5f34739f3d191d649e561541dd2cfa514d86ff38d88ccd8e1dff83518b6777,682600001,0.0304915254237288,1
582272,2018-09-30,ac5f34739f3d191d649e561541dd2cfa514d86ff38d88ccd8e1dff83518b6777,664138002,0.0198305084745762,1
582273,2018-09-30,ac5f34739f3d191d649e561541dd2cfa514d86ff38d88ccd8e1dff83518b6777,315987004,0.0076101694915254,1
582274,2018-09-30,ac5f34739f3d191d649e561541dd2cfa514d86ff38d88ccd8e1dff83518b6777,315987003,0.0076101694915254,1
582275,2018-09-30,ac5f34739f3d191d649e561541dd2cfa514d86ff38d88ccd8e1dff83518b6777,441386008,0.0381186440677966,1
613771,2018-10-01,7e44362325dac8c042dbe990a20d5eb83bcc7332294bb48c1a1a10e82f422a83,532578019,0.0254067796610169,1
613772,2018-10-01,7e44362325dac8c042dbe990a20d5eb83bcc7332294bb48c1a1a10e82f422a83,660599003,0.0338813559322033,1
613773,2018-10-01,7e44362325dac8c042dbe990a20d5eb83bcc7332294bb48c1a1a10e82f422a83,563519001,0.0254067796610169,1
648438,2018-10-02,5f13b0a4271bc96632839f24c2d6e8445f9de9dc2e8dc3419fa55188e334c832,669215004,0.0254067796610169,1
677912,2018-10-03,1e5806d4cba1b75c7297ba5625124109abd5007d307a3b06a5e287db53fdc7ea,580331004,0.0135423728813559,2
677913,2018-10-03,1e5806d4cba1b75c7297ba5625124109abd5007d307a3b06a5e287db53fdc7ea,580331004,0.0135423728813559,2
677914,2018-10-03,1e5806d4cba1b75c7297ba5625124109abd5007d307a3b06a5e287db53fdc7ea,522398011,0.0101525423728813,2
677915,2018-10-03,1e5806d4cba1b75c7297ba5625124109abd5007d307a3b06a5e287db53fdc7ea,522398011,0.0101525423728813,2
684364,2018-10-03,4b285012df0b45c7fff969f2e3f6537d2dc3e2ffa9be7dd4033deaf2ddc627e5,705754001,0.0304915254237288,1
684365,2018-10-03,4b285012df0b45c7fff969f2e3f6537d2dc3e2ffa9be7dd4033deaf2ddc627e5,649437002,0.0338813559322033,1
727970,2018-10-04,7005ef5f4a3bc52cdf06ce988db48ff0cef6c28f791e184069e866298f170e55,536139010,0.0169322033898305,1
727971,2018-10-04,7005ef5f4a3bc52cdf06ce988db48ff0cef6c28f791e184069e866298f170e55,610776001,0.008457627118644,1
859651,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,511783003,0.021593220338983,1
859652,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,702657002,0.0143898305084745,1
859653,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,224314016,0.0143898305084745,1
859654,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,662888001,0.0287966101694915,1
859655,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,662948005,0.036,1
859656,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,664312004,0.0143898305084745,1
859657,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,562245058,0.0287966101694915,1
859658,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,635276001,0.0259152542372881,1
859659,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,324502003,0.0086271186440677,1
859660,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,624634003,0.021593220338983,1
859661,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,700828001,0.0432033898305084,1
859662,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,675203003,0.0287966101694915,1
859663,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,532851004,0.0143898305084745,1
859664,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,130035001,0.0115593220338983,1
859665,2018-10-08,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,661095001,0.0576101694915254,1
882412,2018-10-09,07a3da82d81711c011ee1b1d0a2d931b834be652ce0f0e811ecb6b56b6891d79,464297007,0.0169322033898305,1
882413,2018-10-09,07a3da82d81711c011ee1b1d0a2d931b834be652ce0f0e811ecb6b56b6891d79,550309006,0.0423559322033898,1
884278,2018-10-09,14fe52eb26323ccf5b4b40a2247fc75baa43165a38b2edd0c9d6c1da8143c17e,638899002,0.0457457627118644,2
898507,2018-10-09,7005ef5f4a3bc52cdf06ce988db48ff0cef6c28f791e184069e866298f170e55,607247002,0.0508305084745762,2
935139,2018-10-10,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,639976002,0.084728813559322,2
937600,2018-10-10,46fc6bcc3cd27031f3d734f9dce1b2992572f245ee4d081994d574d1ca63f0b0,695166001,0.0169322033898305,1
937601,2018-10-10,46fc6bcc3cd27031f3d734f9dce1b2992572f245ee4d081994d574d1ca63f0b0,538699007,0.008457627118644,1
937602,2018-10-10,46fc6bcc3cd27031f3d734f9dce1b2992572f245ee4d081994d574d1ca63f0b0,486462004,0.0016779661016949,1
937603,2018-10-10,46fc6bcc3cd27031f3d734f9dce1b2992572f245ee4d081994d574d1ca63f0b0,565379002,0.008457627118644,1
937604,2018-10-10,46fc6bcc3cd27031f3d734f9dce1b2992572f245ee4d081994d574d1ca63f0b0,565379002,0.008457627118644,1
937605,2018-10-10,46fc6bcc3cd27031f3d734f9dce1b2992572f245ee4d081994d574d1ca63f0b0,372860002,0.0135423728813559,1
948636,2018-10-10,712494746cdb1c12d8e9990c8a5ea832e085e175e7f97dbae3b3f9ed31a69d1a,644534001,0.0338813559322033,2
948637,2018-10-10,712494746cdb1c12d8e9990c8a5ea832e085e175e7f97dbae3b3f9ed31a69d1a,644534001,0.0338813559322033,2
948638,2018-10-10,712494746cdb1c12d8e9990c8a5ea832e085e175e7f97dbae3b3f9ed31a69d1a,644534001,0.0338813559322033,2
948639,2018-10-10,712494746cdb1c12d8e9990c8a5ea832e085e175e7f97dbae3b3f9ed31a69d1a,666606001,0.0338813559322033,2
951699,2018-10-10,7e44362325dac8c042dbe990a20d5eb83bcc7332294bb48c1a1a10e82f422a83,586273001,0.0094745762711864,2
951700,2018-10-10,7e44362325dac8c042dbe990a20d5eb83bcc7332294bb48c1a1a10e82f422a83,600886002,0.0121864406779661,2
951701,2018-10-10,7e44362325dac8c042dbe990a20d5eb83bcc7332294bb48c1a1a10e82f422a83,616088002,0.0040508474576271,2
951702,2018-10-10,7e44362325dac8c042dbe990a20d5eb83bcc7332294bb48c1a1a10e82f422a83,640157001,0.0162711864406779,2
951703,2018-10-10,7e44362325dac8c042dbe990a20d5eb83bcc7332294bb48c1a1a10e82f422a83,617404001,0.0162542372881355,2
969745,2018-10-10,c66c4fbc1b6a1b93bd14ad737d94b7e7aadaeab92621c7620a3c23b8eaa7e065,665349001,0.0355762711864406,1
969746,2018-10-10,c66c4fbc1b6a1b93bd14ad737d94b7e7aadaeab92621c7620a3c23b8eaa7e065,660830001,0.0271016949152542,1
973221,2018-10-10,d5ce0fadb78e5662826fed9b33a74c2f5800b37e8432d7eeeb8aff8fe925acc0,583533002,0.0542372881355932,2
973222,2018-10-10,d5ce0fadb78e5662826fed9b33a74c2f5800b37e8432d7eeeb8aff8fe925acc0,700833004,0.0542203389830508,2
973223,2018-10-10,d5ce0fadb78e5662826fed9b33a74c2f5800b37e8432d7eeeb8aff8fe925acc0,583558001,0.0542203389830508,2
1006698,2018-10-11,64663a15ca5dc4572a78e2efd50eb3f7fa02faef2fe6a53ceb88fb3853e80eae,695214003,0.108457627118644,2
1009493,2018-10-11,7005ef5f4a3bc52cdf06ce988db48ff0cef6c28f791e184069e866298f170e55,111609001,0.0135423728813559,1
1024749,2018-10-11,b055834b65520551e5d203dc2ce285f4156b9924736877d97f4780bfa039272e,572400002,0.0338813559322033,1
1096506,2018-10-13,02d13fa88844d5807d52395a25a035d9dd97644feeffcf72c0e03d6c517a4cc9,574112001,0.0203389830508474,1
1096507,2018-10-13,02d13fa88844d5807d52395a25a035d9dd97644feeffcf72c0e03d6c517a4cc9,516903005,0.0271016949152542,1
1096508,2018-10-13,02d13fa88844d5807d52395a25a035d9dd97644feeffcf72c0e03d6c517a4cc9,683001001,0.0135423728813559,1
1097506,2018-10-13,07c83db0469cb8f36408b1aa02eb4a848d412f5e5d8a8afb532d002393e415e4,656059004,0.0406610169491525,2
1097507,2018-10-13,07c83db0469cb8f36408b1aa02eb4a848d412f5e5d8a8afb532d002393e415e4,653221002,0.0271016949152542,2
1097633,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,653733001,0.0169322033898305,2
1097634,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,667491006,0.0254067796610169,2
1097635,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,588386001,0.0355762711864406,2
1097636,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,596517001,0.0152372881355932,2
1097637,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,596517001,0.0152372881355932,2
1097638,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,635050002,0.0220169491525423,2
1097639,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,677172003,0.0338813559322033,2
1097640,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,672748001,0.0423559322033898,2
1097641,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,697315001,0.0254067796610169,2
1097642,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,567484002,0.0271016949152542,2
1097643,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,645732002,0.0491355932203389,2
1097644,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,627197003,0.0135423728813559,2
1097645,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,627197003,0.0135423728813559,2
1097646,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,697315002,0.0254067796610169,2
1097647,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,551566003,0.0423559322033898,2
1097648,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,635676001,0.0254067796610169,2
1097649,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,685687001,0.0338813559322033,2
1097650,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,558986003,0.0220169491525423,2
1097651,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,558986003,0.0220169491525423,2
1097652,2018-10-13,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,558986003,0.0220169491525423,2
1119904,2018-10-13,726f5735af2e31c9a16099801d6a505dccfc30d85209aa987035748c1ed7d704,547780003,0.0254067796610169,1
1193113,2018-10-15,3d0c33a46b91387fccad334508e67b812eecb18d371cac16d5d909cfab519223,509210007,0.0338813559322033,2
1195655,2018-10-15,50c89d180d489cc4ec7154df2fbbdcb113c6da8e86b386d20547c39bc979853c,356289005,0.0254067796610169,2
1195656,2018-10-15,50c89d180d489cc4ec7154df2fbbdcb113c6da8e86b386d20547c39bc979853c,728112001,0.0593050847457627,2
1195657,2018-10-15,50c89d180d489cc4ec7154df2fbbdcb113c6da8e86b386d20547c39bc979853c,675319007,0.0508305084745762,2
1195658,2018-10-15,50c89d180d489cc4ec7154df2fbbdcb113c6da8e86b386d20547c39bc979853c,356289021,0.0254067796610169,2
1195659,2018-10-15,50c89d180d489cc4ec7154df2fbbdcb113c6da8e86b386d20547c39bc979853c,359504019,0.0254067796610169,2
1195660,2018-10-15,50c89d180d489cc4ec7154df2fbbdcb113c6da8e86b386d20547c39bc979853c,688873005,0.0338813559322033,2
1195661,2018-10-15,50c89d180d489cc4ec7154df2fbbdcb113c6da8e86b386d20547c39bc979853c,688873005,0.0338813559322033,2
1220504,2018-10-16,07c83db0469cb8f36408b1aa02eb4a848d412f5e5d8a8afb532d002393e415e4,682604001,0.0338813559322033,2
1220505,2018-10-16,07c83db0469cb8f36408b1aa02eb4a848d412f5e5d8a8afb532d002393e415e4,688873005,0.0338813559322033,2
1220506,2018-10-16,07c83db0469cb8f36408b1aa02eb4a848d412f5e5d8a8afb532d002393e415e4,578630006,0.0338813559322033,2
1233133,2018-10-16,4b285012df0b45c7fff969f2e3f6537d2dc3e2ffa9be7dd4033deaf2ddc627e5,653794005,0.047457627118644,1
1233134,2018-10-16,4b285012df0b45c7fff969f2e3f6537d2dc3e2ffa9be7dd4033deaf2ddc627e5,543035001,0.0271016949152542,1
1233135,2018-10-16,4b285012df0b45c7fff969f2e3f6537d2dc3e2ffa9be7dd4033deaf2ddc627e5,687720002,0.0338813559322033,1
1233136,2018-10-16,4b285012df0b45c7fff969f2e3f6537d2dc3e2ffa9be7dd4033deaf2ddc627e5,661644002,0.0081355932203389,1
1233137,2018-10-16,4b285012df0b45c7fff969f2e3f6537d2dc3e2ffa9be7dd4033deaf2ddc627e5,682550005,0.0271016949152542,1
1233138,2018-10-16,4b285012df0b45c7fff969f2e3f6537d2dc3e2ffa9be7dd4033deaf2ddc627e5,569996001,0.0094745762711864,1
1233139,2018-10-16,4b285012df0b45c7fff969f2e3f6537d2dc3e2ffa9be7dd4033deaf2ddc627e5,728185003,0.0108305084745762,1
1243381,2018-10-16,8149149d11f5f7f9d26b6352bea001fd4902db1c08378edc8fed26e23d0c5889,508903014,0.0067627118644067,2
1243382,2018-10-16,8149149d11f5f7f9d26b6352bea001fd4902db1c08378edc8fed26e23d0c5889,632982014,0.008457627118644,2
1243383,2018-10-16,8149149d11f5f7f9d26b6352bea001fd4902db1c08378edc8fed26e23d0c5889,605053003,0.020322033898305,2
1243384,2018-10-16,8149149d11f5f7f9d26b6352bea001fd4902db1c08378edc8fed26e23d0c5889,651905007,0.0067627118644067,2
1243385,2018-10-16,8149149d11f5f7f9d26b6352bea001fd4902db1c08378edc8fed26e23d0c5889,598806002,0.0050677966101694,2
1269363,2018-10-17,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,596517001,0.0152372881355932,2
1269364,2018-10-17,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,312878001,0.1186271186440677,2
1269365,2018-10-17,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,312878001,0.1186271186440677,2
1269366,2018-10-17,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,324502008,0.0067627118644067,2
1269367,2018-10-17,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,584992003,0.0338813559322033,2
1269368,2018-10-17,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,580301001,0.0304915254237288,2
1269369,2018-10-17,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,654913001,0.0254067796610169,2
1269370,2018-10-17,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,627197003,0.0135423728813559,2
1269371,2018-10-17,08826ad5c7812f03a2ef9055a13e49ba2a01d8ae7bc65786a04390e80b05de31,627197003,0.0135423728813559,2
